bar,direction,trigger,outcome
2025-11-21 13:20:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-11-25 sell=26100 buy=26600 credit=112.55
2025-11-24 10:10:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-11-25 sell=26150 buy=25650 credit=76.15
2025-11-24 11:50:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-11-25 sell=26050 buy=26550 credit=109.10
2025-11-25 10:05:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-12-02 sell=26000 buy=25500 credit=115.35
2025-11-25 10:55:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-12-02 sell=25950 buy=26450 credit=168.75
2025-11-25 13:05:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-12-02 sell=26000 buy=25500 credit=120.65
2025-11-25 14:35:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-12-02 sell=25950 buy=26450 credit=159.20
2025-11-26 09:15:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-12-02 sell=25950 buy=25450 credit=85.80
2025-11-27 12:20:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-12-02 sell=26200 buy=26700 credit=134.55
2025-11-27 14:35:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-12-02 sell=26200 buy=25700 credit=83.95
2025-11-28 14:10:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-12-02 sell=26200 buy=26700 credit=101.75
2025-12-01 09:15:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-12-02 sell=26300 buy=25800 credit=65.25
2025-12-01 10:50:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-12-02 sell=26250 buy=26750 credit=81.75
2025-12-02 11:15:00,BEARISH,Target-ReEntry,ENTERED BEAR_CALL expiry=2025-12-09 sell=26100 buy=26600 credit=153.10
2025-12-03 14:55:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-12-09 sell=26000 buy=25500 credit=114.20
2025-12-04 11:50:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-12-09 sell=26000 buy=26500 credit=130.55
2025-12-04 14:55:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-12-09 sell=26050 buy=25550 credit=92.35
2025-12-08 09:35:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-12-09 sell=26100 buy=26600 credit=92.65
2025-12-09 09:20:00,BEARISH,Target-ReEntry,ENTERED BEAR_CALL expiry=2025-12-16 sell=25850 buy=26350 credit=139.60
2025-12-09 10:15:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-12-16 sell=25850 buy=25350 credit=122.60
2025-12-09 14:20:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-12-16 sell=25800 buy=26300 credit=172.50
2025-12-10 09:30:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-12-16 sell=25900 buy=25400 credit=104.15
2025-12-10 10:55:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-12-16 sell=25850 buy=26350 credit=133.00
2025-12-11 10:10:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-12-16 sell=25800 buy=25300 credit=103.35
2025-12-15 09:15:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-12-16 sell=25950 buy=26450 credit=78.35
2025-12-15 10:45:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-12-16 sell=26000 buy=25500 credit=82.35
2025-12-16 09:15:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-12-23 sell=25950 buy=26450 credit=142.50
2025-12-17 09:20:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-12-23 sell=25900 buy=25400 credit=100.60
2025-12-17 10:00:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-12-23 sell=25850 buy=26350 credit=137.15
2025-12-18 10:15:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-12-23 sell=25800 buy=25300 credit=88.75
2025-12-18 14:00:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-12-23 sell=25850 buy=26350 credit=105.10
2025-12-19 09:15:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-12-23 sell=25950 buy=25450 credit=97.65
2025-12-23 09:15:00,BULLISH,Target-ReEntry,ENTERED BULL_PUT expiry=2025-12-30 sell=26150 buy=25650 credit=80.55
2025-12-23 14:40:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-12-30 sell=26150 buy=26650 credit=154.55
2025-12-24 09:30:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-12-30 sell=26200 buy=25700 credit=74.75
2025-12-24 13:20:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-12-30 sell=26150 buy=26650 credit=118.55
2025-12-29 09:30:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2025-12-30 sell=26050 buy=25550 credit=41.05
2025-12-29 10:00:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2025-12-30 sell=26050 buy=26550 credit=44.60
2025-12-30 09:40:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2026-01-06 sell=25950 buy=25450 credit=98.16
2025-12-30 11:25:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2026-01-06 sell=25900 buy=26400 credit=146.65
2025-12-30 13:45:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2026-01-06 sell=25950 buy=25450 credit=80.30
2025-12-31 15:10:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2026-01-06 sell=26100 buy=26600 credit=142.45
2026-01-01 09:25:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2026-01-06 sell=26200 buy=25700 credit=92.50
2026-01-01 12:05:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2026-01-06 sell=26150 buy=26650 credit=88.30
2026-01-02 09:20:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2026-01-06 sell=26200 buy=25700 credit=64.79
2026-01-05 09:30:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2026-01-06 sell=26250 buy=26750 credit=89.10
2026-01-05 10:05:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2026-01-06 sell=26350 buy=25850 credit=78.80
2026-01-05 13:25:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2026-01-06 sell=26300 buy=26800 credit=53.10
2026-01-05 14:55:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2026-01-06 sell=26300 buy=25800 credit=81.65
2026-01-06 09:15:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2026-01-13 sell=26200 buy=26700 credit=169.25
2026-01-06 09:55:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2026-01-13 sell=26250 buy=25750 credit=95.10
2026-01-06 11:10:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2026-01-13 sell=26200 buy=26700 credit=140.70
2026-01-07 11:00:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2026-01-13 sell=26200 buy=25700 credit=97.85
2026-01-07 12:15:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2026-01-13 sell=26100 buy=26600 credit=121.65
2026-01-07 15:05:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2026-01-13 sell=26150 buy=25650 credit=86.00
2026-01-08 09:25:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2026-01-13 sell=26050 buy=26550 credit=119.35
2026-01-09 09:15:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2026-01-13 sell=25950 buy=25450 credit=93.70
2026-01-09 10:55:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2026-01-13 sell=25800 buy=26300 credit=127.35
2026-01-12 11:20:00,BEARISH,Target-ReEntry,ENTERED BEAR_CALL expiry=2026-01-13 sell=25500 buy=26000 credit=86.60
2026-01-12 12:10:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2026-01-13 sell=25600 buy=25100 credit=109.75
2026-01-13 09:15:00,BULLISH,Target-ReEntry,ENTERED BULL_PUT expiry=2026-01-20 sell=25850 buy=25350 credit=111.79
2026-01-13 09:25:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2026-01-20 sell=25750 buy=26250 credit=180.95
2026-01-13 14:50:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2026-01-20 sell=25700 buy=25200 credit=110.50
2026-01-14 13:35:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2026-01-20 sell=25650 buy=26150 credit=147.80
2026-01-16 09:15:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2026-01-20 sell=25750 buy=25250 credit=106.35
2026-01-16 12:25:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2026-01-20 sell=25750 buy=26250 credit=153.75
2026-01-19 14:00:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2026-01-20 sell=25600 buy=25100 credit=62.34
2026-01-20 09:20:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2026-01-27 sell=25500 buy=26000 credit=167.10
2026-01-21 11:15:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2026-01-27 sell=25100 buy=24600 credit=126.15
2026-01-21 13:50:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2026-01-27 sell=25150 buy=25650 credit=170.85
2026-01-22 09:15:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2026-01-27 sell=25300 buy=24800 credit=95.05
2026-01-22 10:25:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2026-01-27 sell=25300 buy=25800 credit=156.20
2026-01-22 14:45:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2026-01-27 sell=25300 buy=24800 credit=96.00
2026-01-23 11:45:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2026-01-27 sell=25200 buy=25700 credit=123.70
2026-01-27 09:35:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2026-02-03 sell=25100 buy=24600 credit=174.45
2026-01-27 10:40:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2026-02-03 sell=25050 buy=25550 credit=227.25
2026-01-27 11:40:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2026-02-03 sell=25150 buy=24650 credit=164.55
2026-01-28 13:40:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2026-02-03 sell=25200 buy=25700 credit=188.40
2026-01-28 14:55:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2026-02-03 sell=25300 buy=24800 credit=130.85
2026-01-29 09:35:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2026-02-03 sell=25250 buy=25750 credit=171.40
2026-01-29 11:20:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2026-02-03 sell=25300 buy=24800 credit=147.00
2026-01-30 09:15:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2026-02-03 sell=25250 buy=25750 credit=165.95
2026-01-30 13:50:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2026-02-03 sell=25350 buy=24850 credit=160.70
2026-02-01 11:40:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2026-02-03 sell=25300 buy=25800 credit=179.70
2026-02-01 12:35:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2026-02-03 sell=25000 buy=24500 credit=198.60
2026-02-01 14:45:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2026-02-03 sell=24950 buy=25450 credit=179.10
2026-02-02 09:50:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2026-02-03 sell=24950 buy=24450 credit=162.35
2026-02-02 11:05:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2026-02-03 sell=24700 buy=25200 credit=139.30
2026-02-02 11:40:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2026-02-03 sell=24850 buy=24350 credit=114.80
2026-02-03 09:15:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2026-02-10 sell=25800 buy=26300 credit=131.30
2026-02-04 14:15:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2026-02-10 sell=25800 buy=25300 credit=114.95
2026-02-05 09:20:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2026-02-10 sell=25700 buy=26200 credit=130.70
2026-02-06 11:30:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2026-02-10 sell=25600 buy=25100 credit=99.95
2026-02-06 12:30:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2026-02-10 sell=25550 buy=26050 credit=107.75
2026-02-06 14:35:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2026-02-10 sell=25650 buy=25150 credit=103.90
2026-02-10 09:15:00,BULLISH,Target-ReEntry,ENTERED BULL_PUT expiry=2026-02-17 sell=25900 buy=25400 credit=101.75
2026-02-10 13:45:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2026-02-17 sell=25900 buy=26400 credit=154.65
2026-02-11 09:15:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2026-02-17 sell=26000 buy=25500 credit=99.40
2026-02-11 10:00:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2026-02-17 sell=25900 buy=26400 credit=151.85
2026-02-13 12:30:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2026-02-17 sell=25600 buy=25100 credit=89.65
2026-02-13 13:45:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2026-02-17 sell=25500 buy=26000 credit=122.60
2026-02-16 09:30:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2026-02-17 sell=25500 buy=25000 credit=77.90
2026-02-16 09:45:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2026-02-17 sell=25450 buy=25950 credit=88.40
2026-02-16 10:10:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2026-02-17 sell=25550 buy=25050 credit=86.75
2026-02-17 09:15:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2026-02-24 sell=25600 buy=26100 credit=150.50
2026-02-17 10:05:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2026-02-24 sell=25650 buy=25150 credit=118.55
2026-02-17 14:10:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2026-02-24 sell=25650 buy=26150 credit=176.00
2026-02-18 13:20:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2026-02-24 sell=25750 buy=25250 credit=102.00
2026-02-19 09:35:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2026-02-24 sell=25800 buy=26300 credit=116.75
2026-02-20 09:45:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2026-02-24 sell=25500 buy=25000 credit=103.35
2026-02-20 13:10:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2026-02-24 sell=25550 buy=26050 credit=124.90
2026-02-20 14:45:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2026-02-24 sell=25650 buy=25150 credit=95.30
2026-02-23 10:45:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2026-02-24 sell=25650 buy=26150 credit=98.55
2026-02-23 15:00:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2026-02-24 sell=25700 buy=25200 credit=75.50
2026-02-24 09:15:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2026-03-02 sell=25550 buy=26050 credit=187.90
2026-02-24 15:20:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2026-03-02 sell=25450 buy=24950 credit=124.25
2026-02-25 12:30:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2026-03-02 sell=25550 buy=26050 credit=159.00
2026-02-26 09:15:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2026-03-02 sell=25550 buy=25050 credit=88.00
2026-02-26 11:40:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2026-03-02 sell=25450 buy=25950 credit=144.05
2026-02-26 14:40:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2026-03-02 sell=25500 buy=25000 credit=98.05
2026-02-27 09:15:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2026-03-02 sell=25400 buy=25900 credit=103.80
2026-03-02 09:15:00,BEARISH,Target-ReEntry,ENTERED BEAR_CALL expiry=2026-03-10 sell=24900 buy=25400 credit=196.95
2026-03-02 09:30:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2026-03-10 sell=24950 buy=24450 credit=140.25
2026-03-02 10:40:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2026-03-10 sell=24800 buy=25300 credit=225.95
2026-03-02 14:05:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2026-03-10 sell=24750 buy=24250 credit=154.25
2026-03-04 09:15:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2026-03-10 sell=24400 buy=24900 credit=197.40
2026-03-04 14:05:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2026-03-10 sell=24500 buy=24000 credit=154.05
2026-03-04 15:15:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2026-03-10 sell=24450 buy=24950 credit=224.05
2026-03-05 09:20:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2026-03-10 sell=24600 buy=24100 credit=152.35
2026-03-06 09:15:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2026-03-10 sell=24600 buy=25100 credit=172.55
2026-03-09 11:25:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2026-03-10 sell=23900 buy=23400 credit=145.85
2026-03-10 10:40:00,BULLISH,Target-ReEntry,ENTERED BULL_PUT expiry=2026-03-17 sell=24200 buy=23700 credit=153.70
2026-03-11 09:50:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2026-03-17 sell=24150 buy=24650 credit=214.10
2026-03-12 10:35:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2026-03-17 sell=23700 buy=23200 credit=158.60
2026-03-12 14:40:00,BEARISH,Reversal-ReEntry,ENTERED BEAR_CALL expiry=2026-03-17 sell=23650 buy=24150 credit=204.95
2026-03-16 11:15:00,BULLISH,Reversal-ReEntry,ENTERED BULL_PUT expiry=2026-03-17 sell=23200 buy=22700 credit=159.50
2026-03-17 10:05:00,BULLISH,Target-ReEntry,FAIL:no_next_expiry
2026-03-17 11:25:00,BEARISH,Flip,FAIL:no_next_expiry
2026-03-17 11:25:00,BEARISH,PendingFlip,FAIL:no_next_expiry
2026-03-17 13:10:00,BULLISH,Flip,FAIL:no_next_expiry
2026-03-17 13:10:00,BULLISH,PendingFlip,FAIL:no_next_expiry
